name,team,gamesPlayed,position,goals,assists,points,plusMinus,PIMS,shots,GWGS,PPGS,PPAS,PKGS,PKAS,hits,blockedShots,toig,shifts,production,faceoffs,faceoffsWon,majorPenalties,misconduct,gameMisconduct,boarding,unsportsmanlikeConduct,fights,instigator,minorPenalties,hooking,tripping,roughing,holding,interference,slashing,highSticking,crossCheck,holdingStick,goalieInterference
J.T. Miller,TB,75,C ,13,34,47,8,30,108,4,4,16,0,0,115,23,14:40,1360,23:24,524,259,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,4,1,1,0,1,5,2,0,0,0
Ryan Suter,MIN,82,D ,7,40,47,-8,41,136,2,3,12,1,1,78,109,26:42,2222,46:34,1,1,1,0,0,0,0,1,0,18,2,2,2,0,4,4,1,0,1,0
David Perron,STL,57,LW,23,23,46,3,46,112,1,7,7,0,0,52,13,17:06,1189,21:11,33,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,3,4,3,1,5,4,1,1,0,0
Brett Connolly,WSH,81,RW,22,24,46,13,24,139,5,1,1,0,0,53,25,13:20,1267,23:28,31,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,2,4,0,3,0,2,0,0,0,1
Travis Zajac,NJ,80,C ,19,27,46,-25,20,120,3,5,7,2,0,66,38,19:16,1818,33:30,1446,841,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,3,1,0,0,0,4,1,1,0,0
Jeff Petry,MTL,82,D ,13,33,46,-5,28,172,4,3,8,0,1,190,123,23:07,2185,41:12,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,4,3,0,2,1,1,0,2,0,0
Seth Jones,CBJ,75,D ,9,37,46,1,28,184,4,0,10,0,3,106,133,25:49,2214,42:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,0,6,0,1,1,2,2,0,0,1
Ryan McDonagh,TB,82,D ,9,37,46,38,34,128,1,0,3,0,3,98,161,22:05,2066,39:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,3,3,2,3,3,0,1,0,0,0
Brady Tkachuk,OTT,71,LW,22,23,45,-10,75,214,3,4,6,0,0,174,26,16:01,1442,25:17,149,73,3,1,0,0,0,3,1,24,1,4,7,0,3,5,2,1,0,0
John Klingberg,DAL,64,D ,10,35,45,6,12,153,5,5,15,0,0,42,77,24:32,1719,34:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,1,0,1,0,0,1,1,0,0
Drew Doughty,LA,82,D ,8,37,45,-34,44,154,1,7,17,0,1,168,120,26:36,2393,48:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,1,4,2,4,2,2,0,1,1,1
Erik Karlsson,SJ,53,D ,3,42,45,6,22,169,1,2,18,0,0,44,69,24:29,1384,28:50,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,3,3,0,0,0,2,1,0,0,0
Kasperi Kapanen,TOR,78,RW,20,24,44,12,27,174,3,1,2,2,0,92,19,16:37,1805,29:26,10,5,1,0,0,0,0,1,0,10,3,2,1,0,0,2,1,0,0,0
Nazem Kadri,TOR,73,C ,16,28,44,-2,43,184,5,4,9,0,0,85,13,16:11,1499,26:51,730,403,1,1,0,1,0,1,0,14,0,2,4,1,0,3,2,0,0,0
Oliver Ekman-Larsson,ARI,81,D ,14,30,44,-16,52,176,2,5,14,1,2,162,52,23:38,2231,43:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25,3,6,1,0,4,4,3,1,0,0
Zach Werenski,CBJ,82,D ,11,33,44,-12,18,168,1,2,13,0,0,67,89,22:54,2250,42:40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,0,1,0,2,2,2,1,0,0,1
Rasmus Dahlin,BUF,82,D ,9,35,44,-13,34,177,4,5,15,0,0,97,66,21:09,1905,39:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,4,2,1,4,2,1,1,1,0,0
Mattias Ekholm,NSH,80,D ,8,36,44,27,47,146,3,2,5,0,2,68,107,23:22,2288,42:28,N/A,N/A,1,0,0,1,1,1,0,21,2,4,1,3,2,1,0,4,0,0
Jakob Silfverberg,ANA,73,LW,24,19,43,-9,28,163,4,3,8,2,1,38,43,17:06,1639,29:01,51,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,4,2,0,1,0,1,3,0,0,0
Andreas Johnsson,TOR,73,LW,20,23,43,14,32,130,3,3,3,0,0,60,36,13:40,1406,23:12,19,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,3,2,0,1,2,2,1,2,1,0
Rickard Rakell,ANA,69,C ,18,25,43,-13,27,194,2,6,7,0,0,82,38,18:28,1526,29:38,48,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,0,0,0,1,0,3,0,0,0,0
Jared Spurgeon,MIN,82,D ,14,29,43,-1,20,152,0,4,7,0,1,91,145,24:09,2170,46:02,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,3,1,0,0,2,2,2,0,0,0
Rasmus Ristolainen,BUF,78,D ,5,38,43,-41,38,182,2,1,16,0,0,235,121,24:38,2076,44:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,0,1,3,1,7,3,1,0,0,0
Jake DeBrusk,BOS,68,LW,27,15,42,2,18,156,4,8,3,0,0,45,24,16:10,1319,26:10,38,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,2,1,0,2,1,1,0,0,0
Jason Zucker,MIN,81,LW,21,21,42,-9,28,214,5,7,7,0,0,87,38,17:05,1635,32:56,13,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,2,1,4,1,1,3,0,0,0,0
Adam Henrique,ANA,82,C ,18,24,42,-5,24,122,3,8,5,0,1,78,71,16:27,1772,32:07,1083,571,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,1,1,2,1,1,1,0,2,0,0
Alexander Kerfoot,COL,78,C ,15,27,42,-9,38,116,1,4,12,0,0,22,29,14:53,1486,27:38,489,274,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,5,3,0,2,1,3,4,1,0,0
Bobby Ryan,OTT,78,RW,15,27,42,-29,35,160,1,7,9,0,0,77,49,15:41,1563,29:07,26,8,1,0,0,0,0,1,0,15,5,3,3,0,1,1,0,0,1,0
Paul Stastny,VGS,50,C ,13,29,42,14,30,103,2,1,3,1,1,35,15,18:06,1006,21:33,847,463,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,2,1,1,0,1,8,2,0,0,0
Cody Eakin,VGS,78,C ,22,19,41,19,16,120,3,1,3,3,0,88,35,15:23,1421,29:15,940,479,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,2,1,1,0,2,1,0,0,0
Zach Hyman,TOR,71,C ,21,20,41,16,65,144,4,0,0,1,0,102,39,17:17,1700,29:55,237,113,3,0,1,0,1,2,0,20,2,2,5,3,3,2,1,1,0,1
Alex Galchenyuk,ARI,72,C ,19,22,41,-19,34,159,4,9,12,0,0,62,34,15:44,1485,27:37,411,188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,3,3,0,1,2,1,4,1,0,0
Bryan Little,WPG,82,C ,15,26,41,-12,26,126,5,4,3,0,2,62,29,15:50,1719,31:39,1002,526,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,3,2,0,1,1,5,0,0,0,0
Colin White,OTT,71,C ,14,27,41,-24,24,123,2,5,3,0,0,23,35,16:12,1455,28:03,799,379,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,2,1,1,1,0,3,2,0,0,1
Alex Pietrangelo,STL,71,D ,13,28,41,2,22,168,2,3,12,0,1,62,139,24:05,2061,41:41,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,1,2,3,2,1,0,1,0,1,0
Darnell Nurse,EDM,82,D ,10,31,41,-5,87,196,1,1,8,0,1,162,146,23:49,2306,47:38,N/A,N/A,3,2,0,0,0,3,0,26,1,0,7,7,1,3,2,4,0,0
Ryan Ellis,NSH,82,D ,7,34,41,21,20,149,2,1,4,1,0,71,154,24:01,2320,48:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,0,1,0,3,3,1,2,0,0,0
Tom Wilson,WSH,63,RW,22,18,40,11,128,130,2,3,2,2,0,200,52,18:09,1340,28:34,53,29,6,4,0,0,2,6,0,24,4,2,6,1,4,1,1,0,0,2
Max Pacioretty,VGS,66,LW,22,18,40,-13,36,191,5,4,4,0,0,119,20,17:00,1214,28:03,53,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,6,2,1,0,3,1,1,1,0,0
Alex Killorn,TB,82,C ,18,22,40,22,45,153,2,2,3,1,1,88,23,14:52,1632,30:29,10,2,1,0,0,0,0,1,0,20,4,3,2,1,2,4,3,0,1,0
Micheal Ferland,CAR,71,LW,17,23,40,13,58,156,3,6,7,0,0,182,19,14:06,1406,25:01,73,23,6,0,0,0,1,6,0,13,2,3,1,0,0,1,4,1,0,0
Mats Zuccarello,DAL/NYR,48,RW,12,28,40,-8,24,104,1,3,12,0,0,57,43,19:51,1129,23:49,30,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,0,2,1,0,3,0,0,0,0
Duncan Keith,CHI,82,D ,6,34,40,13,70,141,1,0,3,0,1,42,144,23:01,2272,47:11,N/A,N/A,2,1,2,1,0,1,1,15,1,4,1,0,2,4,1,1,0,0
Frank Vatrano,FLA,81,C ,24,15,39,-10,38,208,1,2,6,0,0,139,74,14:40,1620,30:27,38,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,1,3,0,4,3,1,0,1,1,0
Anthony Cirelli,TB,82,C ,19,20,39,25,34,123,5,0,1,5,1,94,49,14:51,1644,31:13,951,502,2,1,0,0,0,2,0,7,0,2,3,2,0,0,0,0,0,0
Dougie Hamilton,CAR,82,D ,18,21,39,0,54,259,2,2,5,0,0,160,91,19:40,1994,41:21,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,3,7,0,2,1,2,3,0,0,0
Vinnie Hinostroza,ARI,72,C ,16,23,39,-4,14,152,3,3,2,0,0,69,41,15:16,1497,28:11,103,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,0,2,0,1,1,1,0,0,0,0
Kevin Fiala,NSH/MIN,83,LW,13,26,39,-23,36,174,2,2,9,0,0,42,20,15:38,1650,33:17,8,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,2,5,0,1,0,5,3,0,0,1
Damon Severson,NJ,82,D ,11,28,39,-27,58,146,0,3,9,0,1,83,87,22:03,2155,46:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,5,3,4,3,2,2,0,4,0,0
Alex Chiasson,EDM,73,RW,22,16,38,-1,32,123,1,8,7,1,1,85,31,16:58,1572,32:36,22,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,2,1,4,1,1,3,0,1,0,0
Craig Smith,NSH,76,C ,21,17,38,11,20,205,2,4,4,0,0,77,33,15:08,1545,30:15,54,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,1,5,0,0,1,1,1,0,0,1
Pavel Buchnevich,NYR,64,LW,21,17,38,-10,13,119,1,7,5,0,0,60,20,15:10,1235,25:33,25,7,1,0,0,0,0,1,0,4,0,2,0,1,0,1,0,0,0,0
Boone Jenner,CBJ,77,C ,16,22,38,6,42,170,3,1,2,1,0,158,70,17:04,1705,34:34,1157,626,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,1,3,0,4,1,3,2,1,1,1
Derek Ryan,CGY,81,C ,13,25,38,21,24,103,1,2,5,0,4,19,19,13:48,1579,29:25,756,440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,2,2,0,3,0,4,0,0,0,0
Tyler Bozak,STL,72,C ,13,25,38,-3,20,141,3,2,6,0,0,52,33,16:21,1534,30:58,830,451,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,3,2,1,0,1,2,1,0,0,0
Nikolaj Ehlers,WPG,62,LW,21,16,37,2,15,158,4,2,5,0,0,27,16,15:46,1190,26:24,2,1,1,0,0,0,0,1,0,5,0,2,1,1,1,0,0,0,0,0
Andrei Svechnikov,CAR,82,RW,20,17,37,0,62,189,3,0,5,0,0,123,26,14:39,1685,32:27,7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,8,3,3,1,1,3,6,0,0,2
Jordan Eberle,NYI,78,RW,19,18,37,-6,17,160,5,7,5,0,0,36,35,16:32,1514,34:50,20,9,1,0,0,0,0,1,0,6,4,0,1,0,0,1,0,0,0,0
Patric Hornqvist,PIT,69,RW,18,19,37,-3,26,197,2,6,6,0,0,150,34,15:29,1412,28:51,18,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0,0,3,0,0,0,4,0,0,0
Patrick Marleau,TOR,82,C ,16,21,37,-6,28,161,3,4,6,0,0,74,41,16:21,1774,36:13,203,104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,7,2,0,1,2,1,0,1,0,0
Artem Anisimov,CHI,78,C ,15,22,37,-2,14,142,1,1,3,1,0,25,33,16:21,1611,34:27,726,332,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,4,0,1,0,0,0,0,0,0
Joonas Donskoi,SJ,80,RW,14,23,37,10,10,115,4,1,2,0,0,36,36,13:25,1469,29:01,10,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,0,2,0,0,2,0,0,0,0,0
Dominik Kahun,CHI,82,C ,13,24,37,10,6,137,2,1,1,0,0,13,27,14:09,1531,31:21,61,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3,0,0,0,0,0,0,0,0,0
Aaron Ekblad,FLA,82,D ,13,24,37,1,47,180,1,5,5,0,0,114,88,23:39,2468,52:24,N/A,N/A,1,0,0,0,0,1,0,21,1,3,2,2,3,3,1,3,1,0
Shea Theodore,VGS,79,D ,12,25,37,-4,20,202,1,4,5,0,1,27,91,20:06,1938,42:55,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,0,2,0,1,1,2,1,1,0,0
Taylor Hall,NJ,33,LW,11,26,37,-6,16,113,3,1,11,0,0,22,29,19:41,727,17:33,58,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0,5,0,0,1,0,1,0,0,0
Jake Muzzin,LA/TOR,80,D ,9,28,37,21,47,141,1,1,4,0,1,172,134,21:20,2210,46:08,N/A,N/A,1,0,0,0,0,1,0,21,1,4,0,1,6,5,1,0,1,0
Shayne Gostisbehere,PHI,78,D ,9,28,37,-20,22,180,2,4,10,0,0,46,102,19:40,1772,41:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,4,2,2,0,0,2,0,0,0,0
Ryan Pulock,NYI,82,D ,9,28,37,21,22,180,3,3,6,0,0,143,148,22:22,2278,49:33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,2,4,0,2,0,2,0,1,0,0
Oliver Bjorkstrand,CBJ,77,RW,23,13,36,8,8,161,1,3,0,0,0,43,34,12:20,1248,26:23,13,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,0,0,0,0,1,0,1,0,0
Blake Coleman,NJ,78,C ,22,14,36,-19,71,213,3,3,0,3,2,225,44,17:01,1656,36:51,262,109,1,0,0,0,0,1,0,33,3,6,7,4,3,1,5,3,0,0
Thomas Vanek,DET,64,LW,16,20,36,-12,26,108,1,4,7,0,0,38,13,14:07,1188,25:05,25,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,2,4,0,2,1,3,1,0,0,0
Lars Eller,WSH,81,C ,13,23,36,-1,37,163,1,0,3,1,2,69,47,16:32,1576,37:12,1109,543,1,0,0,0,1,1,0,15,4,0,0,0,2,3,2,1,0,0
Jaden Schwartz,STL,69,LW,11,25,36,-6,16,183,1,2,3,0,0,61,27,18:08,1576,34:44,37,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,2,4,0,0,0,1,0,1,0,0
Jared McCann,PIT/FLA,78,C ,19,16,35,-1,31,150,2,1,2,4,0,77,51,14:32,1696,32:22,595,275,1,0,0,0,0,1,0,13,1,4,0,1,2,2,0,2,0,0
Ryan Strome,EDM/NYR,81,C ,19,16,35,-3,64,110,2,4,3,0,0,76,36,15:34,1658,36:02,767,365,2,1,0,0,0,2,0,22,5,3,3,1,1,4,3,1,0,0
Bryan Rust,PIT,72,RW,18,17,35,10,24,141,4,0,0,2,2,119,59,15:54,1610,32:43,24,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,0,1,2,4,1,2,1,0,0,0
Jimmy Vesey,NYR,81,LW,17,18,35,-6,21,154,4,1,3,0,0,79,34,16:03,1681,37:09,32,8,1,0,0,0,0,1,0,8,3,1,1,0,0,0,1,2,0,0
Nick Bonino,NSH,81,C ,17,18,35,27,18,118,1,3,0,0,1,24,70,16:18,1873,37:44,1132,586,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,3,1,2,0,1,0,0,0,1
Nick Foligno,CBJ,73,LW,17,18,35,12,44,141,2,2,2,0,0,175,51,17:42,1618,36:55,235,133,4,0,0,1,0,4,0,12,0,3,0,0,3,2,0,0,0,0
Derek Stepan,ARI,72,C ,15,20,35,-2,14,195,3,1,2,3,0,50,51,19:13,1845,39:32,1376,651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,2,3,0,0,0,0,1,0,0,0
Vince Dunn,STL,78,D ,12,23,35,14,45,150,4,3,5,0,0,48,68,17:32,1820,39:04,1,0,1,0,0,1,0,1,0,20,2,2,0,3,2,3,3,2,0,0
Justin Faulk,CAR,82,D ,11,24,35,9,47,217,3,6,4,0,0,156,121,22:25,2150,52:32,N/A,N/A,1,0,0,0,0,1,0,21,1,4,3,3,6,1,2,0,0,0
Frans Nielsen,DET,72,C ,10,25,35,-7,14,120,4,0,8,0,1,79,44,16:41,1641,34:18,923,450,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,2,2,0,0,0,0,0,1,0,0
Travis Sanheim,PHI,82,D ,9,26,35,-4,22,121,2,2,3,0,0,45,133,19:34,2011,45:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,6,1,0,1,0,2,0,0,1,0
Brandon Montour,BUF/ANA,82,D ,8,27,35,-20,56,181,2,1,5,0,0,99,121,22:27,2252,52:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,6,5,2,2,2,2,3,2,0,0
Mikkel Boedker,OTT,71,LW,7,28,35,-23,6,88,1,2,5,0,0,54,28,14:01,1277,28:26,18,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0,0,0,0,1,1,0,0,0
Ilya Kovalchuk,LA,64,LW,16,18,34,-26,10,141,1,4,5,0,0,28,19,16:14,1263,30:33,36,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,0,1,0,1,1,0,1,0,0,1
Michael Frolik,CGY,65,RW,16,18,34,24,26,132,4,0,0,2,0,57,22,13:22,1138,25:32,38,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,3,5,0,1,3,0,1,0,0,0
Conor Sheary,BUF,78,LW,14,20,34,-18,12,147,3,4,2,0,0,29,29,14:37,1480,33:32,34,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,2,0,0,0,0,2,1,0,0,0
Tyler Toffoli,LA,82,RW,13,21,34,-16,23,226,3,3,2,0,0,39,23,17:13,1902,41:30,51,24,1,0,0,1,0,1,0,9,2,3,1,0,0,2,0,0,0,0
Charlie Coyle,BOS/MIN,81,C ,12,22,34,-1,20,155,2,1,3,1,0,77,56,16:47,1676,39:58,702,322,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,3,2,0,1,2,0,1,0,0,0
Danton Heinen,BOS,77,C ,11,23,34,13,16,114,2,1,6,0,0,54,36,13:58,1345,31:38,12,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,2,0,0,2,2,1,0,0,0
Jesperi Kotkaniemi,MTL,79,C ,11,23,34,1,26,134,2,1,4,0,0,66,41,13:44,1452,31:55,785,359,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,7,2,0,0,1,1,0,1,1,0
Alexander Edler,VAN,56,D ,10,24,34,3,54,128,2,4,13,0,1,127,166,24:34,1683,40:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,0,5,0,2,8,5,1,2,0,1
Vincent Trocheck,FLA,55,C ,10,24,34,-9,54,158,1,3,10,1,0,112,42,19:40,1366,31:48,961,498,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,4,4,2,1,1,5,5,2,0,1
T.J. Brodie,CGY,79,D ,9,25,34,29,24,102,1,1,3,1,0,21,86,21:28,2084,49:53,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,3,4,0,2,1,1,1,0,0,0
Ondrej Palat,TB,64,LW,8,26,34,4,20,100,1,2,6,0,0,104,34,14:53,1208,28:01,17,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,1,2,1,0,2,3,1,0,0,0
Casey Cizikas,NYI,73,C ,20,13,33,22,36,111,3,0,0,2,1,129,68,14:01,1476,31:01,1013,497,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,1,3,3,0,1,2,2,0,0,0
Anthony Duclair,OTT/CBJ,74,LW,19,14,33,-2,14,132,3,7,1,0,0,32,33,12:42,1286,28:28,15,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,1,0,2,0,1,0,1,0,1
Oskar Lindblom,PHI,81,LW,17,16,33,-9,20,162,2,2,1,0,0,68,52,13:45,1532,33:44,10,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,0,4,1,0,2,1,1,0,1,0
Alex Iafallo,LA,82,C ,15,18,33,-17,22,148,2,2,4,0,0,87,54,16:50,1817,41:49,24,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,2,1,1,0,1,1,1,1,0,0
Richard Panik,ARI,75,RW,14,19,33,-3,44,140,2,0,2,1,0,137,52,16:37,1730,37:44,18,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,8,6,1,0,1,1,1,1,0,1
Shea Weber,MTL,58,D ,14,19,33,15,28,166,3,5,1,0,0,129,110,23:29,1572,41:16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,3,3,0,1,3,0,2,1,0,0
Jeff Carter,LA,76,C ,13,20,33,-20,42,174,1,5,8,1,1,80,30,18:09,1827,41:49,1184,607,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,3,5,0,0,3,6,3,1,0,0
Miro Heiskanen,DAL,82,D ,12,21,33,-14,16,182,4,2,6,0,1,34,71,23:07,2282,57:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0,0,0,2,2,0,2,0,0,0
Robert Thomas,STL,70,C ,9,24,33,-2,14,80,0,3,4,0,0,13,22,13:04,1181,27:43,220,97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,0,0,2,1,0,2,0,0,0
Jesper Bratt,NJ,51,LW,8,25,33,-8,6,91,1,1,7,0,0,36,22,15:10,961,23:26,7,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,0,0,0,0,1,0,0,0,0
Noah Hanifin,CGY,80,D ,5,28,33,18,12,116,2,1,4,1,1,87,83,20:46,2075,50:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,2,3,0,0,0,0,0,1,0,0
J.T. Compher,COL,66,LW,16,16,32,-8,31,118,3,4,5,3,0,33,59,17:29,1441,36:02,612,301,1,0,0,0,0,1,0,12,2,1,3,0,1,2,2,0,0,1
Mark Jankowski,CGY,79,C ,14,18,32,6,12,99,1,0,0,5,3,30,56,12:42,1458,31:22,820,426,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,2,2,0,0,0,0,0,0,0
Scott Laughton,PHI,82,C ,12,20,32,-11,53,130,1,0,0,0,2,146,46,14:51,1668,38:03,635,344,1,1,0,0,0,1,0,19,4,1,3,2,2,2,1,1,0,0
Esa Lindell,DAL,82,D ,11,21,32,14,33,132,1,4,3,2,0,143,161,24:20,2314,62:20,N/A,N/A,1,0,0,0,0,1,0,14,1,1,2,1,2,1,0,2,1,0
Mikhail Sergachev,TB,75,D ,6,26,32,12,28,128,0,0,6,0,0,97,93,17:55,1603,42:00,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,3,1,1,0,3,1,2,1,0,0
Valtteri Filppula,NYI,72,C ,17,14,31,19,16,78,4,0,0,1,0,12,34,14:16,1389,33:09,811,398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,3,1,1,1,1,0,1,0,0,0
Jason Pominville,BUF,73,RW,16,15,31,-4,4,134,3,1,1,0,0,18,20,12:28,1232,29:21,35,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,1,0,1,0,0,0,0,0,0
Paul Byron,MTL,56,C ,15,16,31,16,17,94,3,0,1,2,1,114,36,14:34,1160,26:18,35,12,1,0,0,0,0,1,0,6,0,3,0,0,1,1,0,0,0,0
Oskar Sundqvist,STL,74,C ,14,17,31,-1,22,113,2,0,1,1,1,101,31,13:49,1384,32:59,541,227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,1,3,1,4,0,1,1,0,0,0
Nolan Patrick,PHI,72,C ,13,18,31,-8,27,115,3,1,1,0,0,72,26,15:05,1484,35:01,779,399,1,0,0,0,0,1,0,11,1,2,1,1,1,3,1,1,0,0
Vladislav Namestnikov,NYR,78,C ,11,20,31,-7,44,119,3,1,2,2,3,140,62,15:48,1651,39:44,54,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,1,5,2,1,1,4,1,0,0,0
Artturi Lehkonen,MTL,82,LW,11,20,31,10,32,176,4,0,0,0,0,120,39,15:33,1780,41:09,19,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,0,8,0,2,1,1,1,0,0,1
Nick Ritchie,ANA,60,LW,9,22,31,6,82,96,2,2,7,0,0,123,31,15:00,1153,29:02,12,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,3,4,8,2,1,3,2,3,0,0
P.K. Subban,NSH,63,D ,9,22,31,5,60,168,1,2,8,1,0,56,75,22:40,1731,46:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,0,5,2,3,6,2,0,0,1,0
Tyler Myers,WPG,80,D ,9,22,31,11,63,156,3,0,7,1,1,97,99,20:21,1806,52:30,N/A,N/A,1,1,0,0,1,1,0,24,0,2,6,4,3,1,2,3,0,1
Antoine Roussel,VAN,65,LW,9,22,31,5,118,84,1,0,0,0,0,87,50,13:46,1402,28:51,34,17,2,5,0,0,2,2,0,28,0,2,10,0,2,3,4,3,0,0
Jaccob Slavin,CAR,82,D ,8,23,31,0,18,146,1,5,2,1,1,70,133,23:02,2203,60:56,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,2,0,2,2,1,0,0,0,0
Josh Morrissey,WPG,59,D ,6,25,31,9,14,95,2,3,7,1,1,55,107,22:24,1439,42:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,1,0,0,1,2,0,0,1,0
Dustin Byfuglien,WPG,42,D ,4,27,31,4,69,115,1,1,15,0,0,77,51,24:22,991,33:00,N/A,N/A,1,1,0,0,1,1,0,27,2,5,5,1,2,7,0,1,1,0
Wayne Simmonds,PHI/NSH,79,RW,17,13,30,-16,99,157,2,5,3,0,0,137,28,15:40,1530,41:15,17,4,3,3,1,0,2,3,0,22,5,4,6,0,1,1,1,1,0,0
